a,b,c,n,l,m,quality,m is not a proper divisor of b
1,407977506252106560,407977506252106561,638731169,2,107575776,1.0268,False
1,408091440851763200,408091440851763201,638820351,2,104664326144,1.0740,False
1,408421201346559999,408421201346560000,25280,4,4272489,1.0243,False
1,408507863696147600,408507863696147601,639146199,2,639146200,1.0207,False
1,408507864974439999,408507864974440000,639146200,2,769129,1.0032,False
1,409326684969154968,409326684969154969,639786437,2,103645402632,1.0602,False
1,409825166296236768,409825166296236769,640175887,2,16088653728,1.0334,False
1,410784108306789888,410784108306789889,640924417,2,56738677248,1.0172,False
1,411684479524303488,411684479524303489,641626433,2,11337408,1.0176,False
1,412215073966130175,412215073966130176,642039776,2,492075,1.0364,False
1,412215075250209728,412215075250209729,642039777,2,183439936,1.0127,False
1,412396592168816640,412396592168816641,642181121,2,190044512520192,1.0271,False
1,413109111924508608,413109111924508609,863,6,5184,1.0504,False
1,413239693988677283,413239693988677284,642837222,2,17373979,1.1053,False
1,413239695274351728,413239695274351729,642837223,2,208849,1.1717,False
1,413489187190500000,413489187190500001,643031249,2,3429500000,1.0035,False
1,414342726482657280,414342726482657281,643694591,2,7929856,1.0494,False
1,414678175967650815,414678175967650816,643955104,2,4203742470147,1.0271,False
1,414749685112890624,414749685112890625,644010625,2,105413504,1.0565,False
1,414847043335819263,414847043335819264,644086208,2,60317269987,1.0076,False
1,415052810590613775,415052810590613776,25382,4,469225,1.0069,False
1,415052811879105624,415052811879105625,644245925,2,644245924,1.0246,False
1,415989582513831935,415989582513831936,864,6,49,1.0038,False
1,415989583803777024,415989583803777025,644972545,2,644972544,1.0213,False
1,416243522437890624,416243522437890625,645169375,2,34012224,1.1077,False
1,416929542491664224,416929542491664225,645700815,2,32,1.0016,False
1,416970269127987200,416970269127987201,645732351,2,175800780800,1.0270,False
1,417025816874680320,417025816874680321,645775361,2,294912,1.0343,False
1,418001101673822208,418001101673822209,646530047,2,159056735796736,1.0668,False
1,418319940555836928,418319940555836929,646776577,2,10058669341056,1.0356,False
1,418698936536111000,418698936536111001,647069499,2,14706125,1.0431,False
1,418698937830249999,418698937830250000,647069500,2,1415907,1.0249,False
1,418883414365569023,418883414365569024,647212032,2,2197,1.0126,False
1,418883415659993088,418883415659993089,647212033,2,431474688,1.0304,False
1,419272910340508224,419272910340508225,647512865,2,67755803222448,1.0453,False
1,419429011728692448,419429011728692449,647633393,2,770811552,1.0279,False
1,420531984619140624,420531984619140625,648484375,2,1885129,1.0900,False
1,420531985916109375,420531985916109376,648484376,2,5359375,1.0701,False
1,420813310454160000,420813310454160001,648701249,2,62375120000,1.0064,False
1,421231487975686143,421231487975686144,649023488,2,301239615609,1.0423,False
1,421800579001221120,421800579001221121,649461761,2,1390542848,1.0616,False
1,422143369386269678,422143369386269679,750159,3,1375890649,1.0793,False
1,423328246815513600,423328246815513601,650636801,2,230400,1.0073,False
1,423969225976831248,423969225976831249,651129193,2,20719152,1.0015,False
1,424045810041624000,424045810041624001,651187999,2,3473002656,1.1491,False
1,424494990778905600,424494990778905601,651532801,2,3010602771481600,1.0074,False
1,424731610940495768,424731610940495769,867,6,1352,1.0005,False
1,427679418638209023,427679418638209024,868,6,439569,1.0105,False
1,427931199601895024,427931199601895025,654164505,2,30426256,1.0158,False
1,428719961790081024,428719961790081025,654767105,2,34420736,1.0172,False
1,428949291890262024,428949291890262025,654942205,2,66175453855332,1.0276,False
1,429374516276629503,429374516276629504,655266752,2,1382278041,1.0070,False
1,429797428612890624,429797428612890625,655589375,2,5308416,1.1392,False
1,429924992167835648,429924992167835649,655686657,2,247808,1.0082,False
1,430233832752671375,430233832752671376,655922124,2,171125,1.0019,False
1,430233834064515624,430233834064515625,655922125,2,655922124,1.0193,False
1,430724083903641440,430724083903641441,656295729,2,18418941152,1.0052,False
1,430804205586692288,430804205586692289,656356767,2,328178384,1.0386,False
1,430804206899405823,430804206899405824,58,10,17161,1.0205,False
1,430826007408890624,430826007408890625,656373375,2,256,1.0049,False
1,431690062162500000,431690062162500001,657031249,2,112500000,1.1105,False
1,431690063476562499,431690063476562500,657031250,2,2401,1.0042,False
1,432091901331498528,432091901331498529,657336977,2,196111584,1.0020,False
1,432688798396977408,432688798396977409,657790847,2,1158622679808,1.0139,False
1,432870567725142000,432870567725142001,657928999,2,73103222000,1.0357,False
1,433883878576890624,433883878576890625,658698625,2,1317397248,1.0826,False
1,434619759086150624,434619759086150625,659256975,2,190525266064,1.0231,False
1,436081934545730000,436081934545730001,660365001,2,3846590000,1.0098,False
1,436840035217195008,436840035217195009,660938753,2,1804803424256,1.0099,False
1,437895620334309375,437895620334309376,759376,3,2278125,1.0117,False
1,438155831331027215,438155831331027216,661933404,2,1685159,1.0452,False
1,438433321990422528,438433321990422529,662142977,2,514068774912,1.0129,False
1,438444444738693375,438444444738693376,662151376,2,131456523375,1.0073,False
1,438543006617829375,438543006617829376,3376,5,16875,1.0247,False
1,440266860167218560,440266860167218561,25759,4,2996352,1.0312,False
1,441199302272179200,441199302272179201,664228351,2,24211123430400,1.0016,False
1,441296149422960000,441296149422960001,664301249,2,21257640000,1.0190,False
1,441718084180800000,441718084180800001,664618751,2,4153867200000,1.0006,False
1,442004911060581000,442004911060581001,664834499,2,17968500,1.0256,False
1,442004912390249999,442004912390250000,664834500,2,117649,1.0079,False
1,442206064992692168,442206064992692169,664985763,2,134456,1.0053,False
1,442534346003054591,442534346003054592,762048,3,5329,1.0138,False
1,443819776536396000,443819776536396001,666198001,2,6079722966252000,1.0062,False
1,444080088927502335,444080088927502336,666393344,2,48243355668387,1.0210,False
1,444887272471677024,444887272471677025,666998705,2,5630914242503,1.0789,False
1,445102000840127358,445102000840127359,763519,3,617174649,1.0274,False
1,445341008586240000,445341008586240001,667338751,2,273341952000,1.0425,False
1,445542762597070608,445542762597070609,667489897,2,8503056,1.0083,False
1,446710393720705023,446710393720705024,668363968,2,28588707,1.0464,False
1,446725984114648160,446725984114648161,668375631,2,16928,1.0116,False
1,447005165444633600,447005165444633601,25857,4,12800,1.0344,False
1,449032026506190399,449032026506190400,670098520,2,11025387,1.0200,False
1,449032027846387440,449032027846387441,670098521,2,268039408,1.0097,False
1,449656551514308608,449656551514308609,670564353,2,10340260118528,1.0316,False
1,449809708040602848,449809708040602849,670678543,2,17006112,1.0049,False
1,450157127564375000,450157127564375001,670937499,2,25939375000,1.0075,False
1,451157212885640624,451157212885640625,671682375,2,698896,1.0050,False
1,451377583849267200,451377583849267201,671846399,2,26873856,1.0620,False
1,451377585192959999,451377585192960000,25920,4,25921,1.0431,False
1,451447244915097599,451447244915097600,671898240,2,95985463,1.0620,False
1,451447246258894080,451447246258894081,161,8,1152,1.0816,False
1,452108313444780000,452108313444780001,672390001,2,259721460000,1.0165,False
1,452144900269680848,452144900269680849,672417207,2,21904,1.0061,False
1,452444570945280000,452444570945280001,672640001,2,1280000,1.0431,False
1,453934851572265624,453934851572265625,673746875,2,60043252104,1.0153,False
1,454304813956890624,454304813956890625,674021375,2,294912,1.0140,False
1,455249352209239224,455249352209239225,674721685,2,286395818904,1.0122,False
1,456381212266005624,456381212266005625,675559925,2,742102578711,1.0372,False
1,456975998648000000,456975998648000001,675999999,2,1352000000,1.0054,False
1,457046306703999999,457046306704000000,676052000,2,676052001,1.0054,False
1,457046308056104000,457046308056104001,26001,4,4000,1.0230,False
1,457069801165029375,457069801165029376,676069376,2,2175625,1.0089,False
1,457187273061750000,457187273061750001,676156249,2,91125000,1.0269,False
1,458626190230497024,458626190230497025,677219455,2,10368,1.0194,False
1,459684967779896831,459684967779896832,771768,3,16807,1.0002,False
1,460233854185701375,460233854185701376,678405376,2,1711125,1.0198,False
1,460359948530876415,460359948530876416,26048,4,1075369,1.0060,False
1,461689331908608000,461689331908608001,679477249,2,21233664000,1.0550,False
1,461775459666309375,461775459666309376,26068,4,3125,1.0215,False
1,461775461025390624,461775461025390625,679540625,2,339770312,1.0696,False
1,463138395106083840,463138395106083841,680542721,2,22049584128,1.0039,False
1,464699313285530624,464699313285530625,681688575,2,17253512704,1.0320,False
1,464706640103214600,464706640103214601,681693949,2,2004982200,1.0093,False
1,464974210761530624,464974210761530625,681890175,2,10561115014912,1.0103,False
1,465827578369140624,465827578369140625,26125,4,35152,1.0064,False
1,467009931484800000,467009931484800001,683381249,2,3200000,1.0346,False
1,467300413671875000,467300413671875001,683593749,2,48828125,1.0391,False
1,467300415039062499,467300415039062500,683593750,2,243,1.0036,False
1,467579487356261280,467579487356261281,881,6,42336,1.0033,False
1,468033923944742400,468033923944742401,684130049,2,50614677619200,1.0014,False
1,468494733224496000,468494733224496001,684466751,2,1959507517000,1.0766,False
1,468951039999999999,468951040000000000,684800000,2,123201,1.0566,False
1,468951041369600000,468951041369600001,684800001,2,12800000,1.0077,False
1,469049930332839999,469049930332840000,684872200,2,26838243,1.0062,False
1,469426752812268000,469426752812268001,685147249,2,972000,1.0019,False
1,469475709229850624,469475709229850625,685182975,2,822562162688,1.0365,False
1,470430584266571775,470430584266571776,685879424,2,67411795275,1.0174,False
1,470596001372000000,470596001372000001,686000001,2,6158908000000,1.0162,False
1,470774776228328124,470774776228328125,777925,3,194481,1.0609,False
1,470795697945018368,470795697945018369,686145537,2,414949376,1.0354,False
1,471864274034098175,471864274034098176,686923776,2,297025,1.0041,False
1,473238329098239999,473238329098240000,687923200,2,26699463,1.0049,False
1,473744864098717695,473744864098717696,688291264,2,178929,1.0018,False
1,474300870517112400,474300870517112401,26243,4,874800,1.0305,False
1,474642665309808800,474642665309808801,688943151,2,62989088,1.0468,False
1,474648244387839999,474648244387840000,688947200,2,29241,1.0142,False
1,474648245765734400,474648245765734401,688947201,2,688947200,1.0320,False
1,474729611161050000,474729611161050001,689006249,2,5912023950000,1.0068,False
1,474761480990949375,474761480990949376,689029376,2,7604375,1.0366,False
1,475105506755608575,475105506755608576,689278976,2,13286025,1.0244,False
1,475105508134166528,475105508134166529,689278977,2,8192,1.0013,False
1,476169693930351000,476169693930351001,690050501,2,4639899575448,1.0998,False
1,476287078754073600,476287078754073601,690135551,2,34506777600,1.0160,False
1,476531349036875000,476531349036875001,690312501,2,1837611875000,1.0108,False
1,477092392983000000,477092392983000001,690718751,2,700569000000,1.0021,False
1,479174064791552000,479174064791552001,692223999,2,1899185766400,1.0440,False
1,479867885446950840,479867885446950841,692724971,2,334576712,1.0091,False
1,480132894868250624,480132894868250625,692916225,2,6897668297728,1.0563,False
1,480247702704876095,480247702704876096,692999064,2,829939,1.0356,False
1,480247704090874224,480247704090874225,692999065,2,531441,1.0542,False
1,480888503864640000,480888503864640001,693461249,2,46656000,1.0459,False
1,481332421464000000,481332421464000001,693781249,2,177608000000,1.0046,False
1,481476114283270400,481476114283270401,693884799,2,8988800,1.0267,False
1,481890303999999999,481890304000000000,784000,3,243,1.0036,False
1,482101768507527168,482101768507527169,694335487,2,440946688,1.0163,False
1,482825971116526400,482825971116526401,694856799,2,63168800,1.0226,False
1,482825972506239999,482825972506240000,694856800,2,53450523,1.0051,False
1,484222877859840000,484222877859840001,695861249,2,56197120000,1.0035,False
1,484946349528239235,484946349528239236,696380894,2,13394457934767,1.0762,False
1,485364920158175043,485364920158175044,696681362,2,232227121,1.0402,False
1,485364921551537768,485364921551537769,696681363,2,26795437,1.0784,False
1,485518825089492480,485518825089492481,696791809,2,165597696,1.0052,False
1,486207251199068160,486207251199068161,697285631,2,1841066497024,1.0310,False
1,486962978307964928,486962978307964929,697827327,2,119677386752,1.0381,False
1,487767539604709224,487767539604709225,698403565,2,1273544489829528,1.0037,False
1,488112694415589375,488112694415589376,26432,4,16875,1.0076,False
1,488784503328300000,488784503328300001,699131249,2,30140100000,1.0128,False
1,488885650480037888,488885650480037889,699203583,2,21807104,1.0547,False
1,489038287346925624,489038287346925625,699312725,2,39266107848,1.0111,False
1,489842239700163024,489842239700163025,699887305,2,233928,1.0195,False
1,489985300110249999,489985300110250000,699989500,2,217238121,1.0477,False
1,489985301510229000,489985301510229001,699989501,2,49000,1.0087,False
1,490614443902440000,490614443902440001,700438751,2,3158143560000,1.0584,False
1,492295368041842688,492295368041842689,701637633,2,61011968,1.0109,False
1,493616020323359375,493616020323359376,702578124,2,13203125,1.0902,False
1,493616021728515624,493616021728515625,702578125,2,6561,1.0382,False
1,493750840218276095,493750840218276096,26508,4,85849,1.0512,False
1,493750841623624224,493750841623624225,702674065,2,702674064,1.0183,False
1,494191361125858374,494191361125858375,790615,3,1185921,1.0200,False
1,494490241406400000,494490241406400001,703200001,2,140640000400000,1.0369,False
1,495360834259200000,495360834259200001,703818751,2,52998400000,1.0084,False
1,495443185858877767,495443185858877768,791282,3,16807,1.0161,False
1,496520417218918400,496520417218918401,704642049,2,642798464,1.1230,False
1,497060780803941375,497060780803941376,705025376,2,40186125,1.0290,False
1,497995856789886224,497995856789886225,705688215,2,10648,1.1461,False
1,498236395663456128,498236395663456129,705858623,2,1411717248,1.0578,False
1,498236397075173375,498236397075173376,26568,4,664225,1.0740,False
1,498311412906297599,498311412906297600,705911760,2,705911761,1.0070,False
1,498311414318121120,498311414318121121,163,8,1296,1.0245,False
1,498763978227882080,498763978227882081,706232241,2,6339145630756,1.0702,False
1,501090165673700624,501090165673700625,707877225,2,268912,1.0021,False
1,501334801083900000,501334801083900001,708049999,2,3097010700000,1.0330,False
1,501489136705686528,501489136705686529,708158977,2,3411490725889024,1.0577,False
1,502105103956250000,502105103956250001,708593751,2,6250000,1.0092,False
1,502374941522288640,502374941522288641,26623,4,221184,1.0080,False
1,502450424196890624,502450424196890625,708837375,2,1417674752,1.0163,False
1,502525916795109375,502525916795109376,708890624,2,708890625,1.0163,False
1,502525918212890624,502525918212890625,26625,4,4096,1.0342,False
1,503055604686128640,503055604686128641,709264129,2,8114454467072,1.0085,False
1,503938063427174400,503938063427174401,709885951,2,52428800,1.0060,False
1,504113227386769224,504113227386769225,710009315,2,3409464735432,1.0157,False
1,504419017956390624,504419017956390625,710224625,2,3787864672,1.0099,False
1,504513226548993024,504513226548993025,710290945,2,4108776192,1.0681,False
1,506819229678140624,506819229678140625,711912375,2,9811050169928,1.0259,False
1,508079386435359375,508079386435359376,712796876,2,214296753125,1.0791,False
1,509113732960731843,509113732960731844,713522062,2,1192303824264009,1.0058,False
1,509528283728625000,509528283728625001,713812499,2,3858016837500,1.0630,False
1,509624652972240000,509624652972240001,713879999,2,4745520000,1.0001,False
1,510423714856392480,510423714856392481,26729,4,14467248,1.0273,False
1,511059668189371875,511059668189371876,714884374,2,2344190625,1.0199,False
1,511513398732319200,511513398732319201,715201649,2,2896566674400,1.0004,False
1,511698795795900000,511698795795900001,715331249,2,72177075000,1.0686,False
1,512182840386945024,512182840386945025,715669505,2,1043446136832,1.0316,False
1,512249394087432000,512249394087432001,715716001,2,90743913921600,1.0441,False
1,512865481467205440,512865481467205441,716146271,2,31757969376,1.0187,False
1,513932166779109375,513932166779109376,716890624,2,15625,1.0017,False
1,513932168212890624,513932168212890625,716890625,2,15252992,1.0478,False
1,514874307124130624,514874307124130625,717547425,2,1387658008,1.0571,False
1,514963215087890624,514963215087890625,717609375,2,3872,1.0306,False
1,514963216523109375,514963216523109376,717609376,2,102515625,1.0128,False
1,516315538163898000,516315538163898001,718550999,2,2371842000,1.0299,False
1,516675993180754175,516675993180754176,718801776,2,555025,1.0119,False
1,516746563235844768,516746563235844769,718850863,2,76396594209912,1.0436,False
1,517680251439000000,517680251439000001,719500001,2,3721000000,1.0006,False
1,518929227001130624,518929227001130625,720367425,2,49680512,1.0142,False
1,519418431383368608,519418431383368609,720706897,2,412648992,1.0046,False
1,519445752299674200,519445752299674201,720725851,2,3837144425400,1.0053,False
1,520130159757849000,520130159757849001,721200499,2,1442401000,1.0006,False
1,520130161200249999,520130161200250000,721200500,2,341621289,1.0107,False
1,522006251445000000,522006251445000001,722500001,2,4460715000000,1.0136,False
1,522719099284881408,522719099284881409,722993153,2,29948379136,1.0115,False
1,523662800986504035,523662800986504036,723645494,2,56746089,1.0318,False
1,523859299299125000,523859299299125001,723781251,2,30814937500,1.0269,False
1,524360014955039040,524360014955039041,724127071,2,1544804416,1.0149,False
1,524829726640963583,524829726640963584,724451328,2,2401,1.0306,False
1,524829728089866240,524829728089866241,724451329,2,80494592,1.0490,False
1,525232849619709000,525232849619709001,724729501,2,27620246500,1.0575,False
1,525459024354525624,525459024354525625,724885525,2,25864170588,1.0238,False
1,525810162453969968,525810162453969969,725127687,2,1113867707896,1.0246,False
1,526468984770330624,526468984770330625,725581825,2,7929856,1.0076,False
1,526801063362890624,526801063362890625,725810625,2,61504,1.0202,False
1,527274197752701168,527274197752701169,726136487,2,1452272976,1.0055,False
1,527606007175715328,527606007175715329,726364927,2,10330523392,1.0463,False
1,527652420009765624,527652420009765625,726396875,2,35593446924,1.0210,False
1,529720134307200000,529720134307200001,727818751,2,17280000,1.0424,False
1,529824760507109375,529824760507109376,727890624,2,103984375,1.0202,False
1,529824761962890624,529824761962890625,727890625,2,2592,1.0382,False
1,531638360077893200,531638360077893201,729135351,2,26458884192400,1.0033,False
1,531883961222670000,531883961222670001,729303751,2,2501147210625,1.0686,False
1,532238461894656000,532238461894656001,729546751,2,23887872000,1.0845,False
1,533333087456730624,533333087456730625,730296575,2,21756265295616,1.0263,False
1,534440066422538240,534440066422538241,731054079,2,8192,1.0753,False
1,534440067884646399,534440067884646400,731054080,2,583443,1.0560,False
1,534931076113530624,534931076113530625,731389825,2,11654779644288,1.0242,False
1,534993796092155400,534993796092155401,901,6,264600,1.0083,False
1,535224841124709375,535224841124709376,731590624,2,759375,1.0024,False
1,542149800730034175,542149800730034176,736308224,2,15580282041,1.0641,False
1,542149802202650624,542149802202650625,27135,4,2048,1.0005,False
1,542229724042625024,542229724042625025,736362495,2,36081762304,1.0321,False
1,542552451985396800,542552451985396801,736581599,2,9829252800,1.0086,False
1,543123859687890624,543123859687890625,736969375,2,510209568,1.0532,False
1,543920078212890624,543920078212890625,737509375,2,7962624,1.0203,False
1,544287171995854848,544287171995854849,737758207,2,120932352,1.0003,False
1,544488334452342783,544488334452342784,737894528,2,81,1.0751,False
1,544488335928131840,544488335928131841,737894529,2,46118408,1.0951,False
1,545738632974080000,545738632974080001,738741249,2,137795840000,1.0152,False
1,547842129599397888,547842129599397889,740163583,2,21233664,1.0134,False
1,547946929931640624,547946929931640625,740234375,2,95256,1.0218,False
1,547946931412109375,547946931412109376,740234376,2,1953125,1.0044,False
1,548358761175225000,548358761175225001,740512499,2,60897409375,1.1006,False
1,548812709270913024,548812709270913025,740818945,2,17623416832,1.0415,False
1,549653850450327843,549653850450327844,741386438,2,32234193,1.0156,False
1,549653851933100720,549653851933100721,741386439,2,28561,1.0710,False
1,550842286640625000,550842286640625001,742187501,2,2109375000,1.0010,False
1,551331101755060224,551331101755060225,742516735,2,28160746846208,1.0265,False
1,552971610129530880,552971610129530881,743620609,2,6045387669504,1.0494,False
1,557373585584386623,557373585584386624,746574568,2,42057033941,1.0152,False
1,559899682644215808,559899682644215809,748264447,2,9216,1.0469,False
1,560411624467667024,560411624467667025,748606455,2,1136356,1.0400,False
1,561914612380929599,561914612380929600,749609640,2,749609641,1.0159,False
1,561914613880148880,561914613880148881,27379,4,99947952,1.0337,False
1,561928943509401600,561928943509401601,749619199,2,40479436800,1.0311,False
1,563672486853125000,563672486853125001,750781251,2,3003125000,1.0169,False
1,563799186806640624,563799186806640625,750865625,2,598885164,1.0442,False
1,563906845051910720,563906845051910721,750937311,2,195112,1.0695,False
1,565354899557949375,565354899557949376,826876,3,2480625,1.0187,False
1,565364890060065000,565364890060065001,751907501,2,114053841045000,1.0087,False
1,566105758495200000,566105758495200001,752399999,2,1234800000,1.0243,False
1,567480126431821823,567480126431821824,753312768,2,174539292841,1.0330,False
1,568965392848414808,568965392848414809,754297947,2,438399844,1.0207,False
1,569211969384736128,569211969384736129,754461377,2,3148656192,1.0505,False
1,569286283237890624,569286283237890625,754510625,2,2286144,1.0299,False
1,570044943920267263,570044943920267264,344,7,2401,1.0350,False
1,571134445556640624,571134445556640625,755734375,2,2015291664,1.0304,False
1,571331972299772400,571331972299772401,27493,4,1336336,1.0505,False
1,571364021427290000,571364021427290001,755886249,2,1715000,1.0339,False
1,573508477516730624,573508477516730625,757303425,2,7744,1.0407,False
1,574597572310401024,574597572310401025,758022145,2,18939904,1.0001,False
1,574895674368000000,574895674368000001,758218751,2,27648000000,1.0048,False
1,575566693482332160,575566693482332161,758661119,2,923062984704,1.0412,False
1,575653612015996800,575653612015996801,758718401,2,65436800,1.0003,False
1,576429538443925760,576429538443925761,759229569,2,6243584,1.0018,False
1,576670512719286000,576670512719286001,27557,4,124002000,1.0147,False
1,577767286590782400,577767286590782401,760110049,2,79027121678400,1.0295,False
1,578262567899850624,578262567899850625,760435775,2,503713038240288,1.0410,False
1,580116969570118200,580116969570118201,761654101,2,49405294632100,1.0243,False
1,580213167424128000,580213167424128001,761717249,2,1619011279872,1.1017,False
1,580524943603515624,580524943603515625,761921875,2,21462588,1.0173,False
1,580775670395750448,580775670395750449,762086393,2,6377292,1.0423,False
1,580880492487556568,580880492487556569,762155163,2,16843208,1.0022,False
1,581286160926720000,581286160926720001,762421249,2,658160640000,1.0229,False
1,581497753599999999,581497753600000000,762560000,2,583443,1.0038,False
1,581497755125120000,581497755125120001,762560001,2,320000,1.0211,False
1,584322917172350975,584322917172350976,764410176,2,44030059315225,1.0229,False
1,584410099875839999,584410099875840000,764467200,2,764467201,1.0126,False
1,584410101404774400,584410101404774401,27649,4,921600,1.0303,False
1,584554148132065280,584554148132065281,764561409,2,1529122816,1.0083,False
1,584662191767635968,584662191767635969,764632063,2,32262064128,1.0001,False
1,585339754094850000,585339754094850001,765074999,2,16342512050000,1.0106,False
1,585706055846551200,585706055846551201,765314351,2,12755239200,1.0315,False
1,586590211012650624,586590211012650625,765891775,2,11992878144,1.0173,False
1,589652756111135024,589652756111135025,767888505,2,6143108048,1.0066,False
1,590436102659356800,590436102659356801,768398401,2,4879637212060800,1.0743,False
1,590677121577917088,590677121577917089,768555217,2,20368176606135072,1.0112,False
1,590709853260933120,590709853260933121,768576511,2,828084381696,1.0056,False
1,591053438462400000,591053438462400001,768799999,2,74727360000,1.0446,False
1,592369202313252000,592369202313252001,769655249,2,5292000,1.0043,False
1,592746847651495935,592746847651495936,769900544,2,6561,1.0310,False
1,592746849191297024,592746849191297025,769900545,2,2809856,1.0493,False
1,593130061353189375,593130061353189376,770149376,2,3462901875,1.0004,False
1,593152536065177088,593152536065177089,770163967,2,23172736495104,1.0066,False
1,595454070371457024,595454070371457025,771656705,2,421903302912,1.0536,False
1,595601050719748095,595601050719748096,771751936,2,3249,1.0331,False
1,595736250808546575,595736250808546576,27782,4,66910725,1.0354,False
1,596355221491832880,596355221491832881,772240391,2,23051952,1.0010,False
1,596483744661607200,596483744661607201,772323601,2,30355406853008,1.0680,False
1,596974114880999999,596974114881000000,772641000,2,279841,1.0080,False
1,596974116426282000,596974116426282001,772641001,2,772641000,1.0255,False
1,597910389468689024,597910389468689025,773246655,2,264992,1.0351,False
1,597910391015182335,597910391015182336,773246656,2,1594323,1.0172,False
1,598548539672363007,598548539672363008,842752,3,64827,1.0441,False
1,599037560680628223,599037560680628224,773975168,2,323433,1.0171,False
1,599037562228578560,599037562228578561,773975169,2,773975168,1.0350,False
1,599220008257278528,599220008257278529,774093023,2,8640364608,1.0018,False
1,599835728212890624,599835728212890625,774490625,2,4357573632,1.0096,False
1,600378539638314528,600378539638314529,774840977,2,6198727824,1.0245,False
1,600500558496323520,600500558496323521,774919711,2,30505489382592,1.0071,False
1,601185069552285000,601185069552285001,775361251,2,3101445000,1.0119,False
1,603909664459830000,603909664459830001,777116249,2,90000,1.0089,False
1,603924644245536768,603924644245536769,777125887,2,777125888,1.0230,False
1,603924645799788543,603924645799788544,777125888,2,37249,1.0334,False
1,604943671296000000,604943671296000001,777781249,2,8192000000,1.0013,False
1,605336903599932000,605336903599932001,778033999,2,3403120716000,1.0172,False
1,606525550679035008,606525550679035009,778797503,2,1728,1.0796,False
1,606525552236630015,606525552236630016,778797504,2,778797503,1.0602,False
1,607813312165918551,607813312165918552,847078,3,2152625955489,1.0136,False
1,608109698358048768,608109698358048769,779813887,2,133088236544,1.0274,False
1,608127266132172800,608127266132172801,779825151,2,4499456,1.0825,False
1,609000785683480575,609000785683480576,780385024,2,1906108281,1.0490,False
1,611523999999999999,611524000000000000,782000000,2,2577987,1.0189,False
1,611558644654666800,611558644654666801,782022151,2,85905133397200,1.0373,False
1,612328834723253760,612328834723253761,782514431,2,226412361216,1.0302,False
1,612518242900889808,612518242900889809,782635447,2,2147551663824,1.0081,False
1,614053410130591200,614053410130591201,783615601,2,8658804528,1.0644,False
1,614629538716799375,614629538716799376,783983124,2,80550625,1.0048,False
1,615058256223737000,615058256223737001,784256499,2,5724500,1.0221,False
1,615058257792249999,615058257792250000,784256500,2,6940323,1.0048,False
1,615857086181640624,615857086181640625,784765625,2,54872,1.0174,False
1,618213631484109375,618213631484109376,786265624,2,55590046875,1.0133,False
1,618475289051136000,618475289051136001,786431999,2,87228416000,1.0537,False
1,618475292196864000,618475292196864001,786432001,2,151519232000,1.0810,False
1,620415482709930624,620415482709930625,787664575,2,826402176,1.0112,False
1,620717339879931888,620717339879931889,787856167,2,21296,1.0648,False
1,621314832989620224,621314832989620225,788235265,2,13348117665792,1.0000,False
1,621741232624444415,621741232624444416,788505696,2,1366561,1.0010,False
1,621741234201455808,621741234201455809,788505697,2,46382688,1.0182,False
1,621933264357031935,621933264357031936,788627456,2,18435447,1.0001,False
1,623639987218022400,623639987218022401,789708799,2,176947200,1.0110,False
1,624343898404231200,624343898404231201,790154351,2,58592354400,1.0170,False
1,625282999888886612,625282999888886613,855117,3,231868,1.0020,False
1,625460091620401800,625460091620401801,790860349,2,11088900,1.0186,False
1,625616734482309375,625616734482309376,28124,4,4753125,1.0136,False
1,625705717412109375,625705717412109376,791015624,2,87890625,1.0669,False
1,625705718994140624,625705718994140625,28125,4,343,1.0865,False
1,625794711416015624,625794711416015625,791071875,2,197767969,1.0480,False
1,625794712998159375,625794712998159376,28126,4,3125,1.0297,False
1,628489035999870975,628489035999870976,856576,3,54675,1.0021,False
1,628804591198056000,628804591198056001,792971999,2,861224000,1.0287,False
1,630021204839040000,630021204839040001,793738751,2,31360000,1.0053,False
1,630106995043569680,630106995043569681,793792791,2,1423896632,1.0292,False
1,630580441636448208,630580441636448209,794090953,2,1588181904,1.0015,False
1,631485280063151360,631485280063151361,794660481,2,87011584,1.1184,False
1,632136303309860000,632136303309860001,795069999,2,1590140000,1.0030,False
1,632976888868811808,632976888868811809,795598447,2,953312,1.0090,False
1,633473722987890624,633473722987890625,795910625,2,198934634304,1.0101,False
1,633835691159860224,633835691159860225,796137985,2,48393096192,1.0091,False
1,634058575248758400,634058575248758401,796277951,2,2857780310400,1.0304,False
1,634198934967298560,634198934967298561,796366081,2,41472,1.0005,False
1,634472353720477440,634472353720477441,28223,4,112896,1.0052,False
1,634562279643930624,634562279643930625,796594175,2,531062784,1.0283,False
1,634562281237118975,634562281237118976,168,8,4225,1.0108,False
1,635077917797253120,635077917797253121,796917761,2,16777216,1.0351,False
1,635466455487927000,635466455487927001,797161499,2,182284263000,1.0297,False
1,635554576774799360,635554576774799361,797216769,2,4416487104512,1.0017,False
1,636006248405000000,636006248405000001,797499999,2,6845000000,1.0156,False
1,637587276615909375,637587276615909376,798490624,2,153125,1.0597,False
1,638686676049920000,638686676049920001,799178751,2,31217920000,1.0980,False
1,639055147386744000,639055147386744001,799409249,2,48564111816000,1.0073,False
1,639105744598401024,639105744598401025,799440895,2,6094946304,1.0220,False
1,639872007999840000,639872007999840001,799920001,2,575942401440000,1.0045,False
